original_path,target_path,category,subcategory,extension,size_bytes,migrated_at,verified
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/CIA_SIE_PURE_CANONICAL_STATE_RECONSTITUTION.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/CIA_SIE_PURE_CANONICAL_STATE_RECONSTITUTION.md","DOCUMENTATION","Technical","md",21112,"2026-01-31T08:28:33Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/CIA_SIE_PURE_FRONTEND_INTENT_RECONSTITUTION.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/CIA_SIE_PURE_FRONTEND_INTENT_RECONSTITUTION.md","DOCUMENTATION","Technical","md",11347,"2026-01-31T08:28:33Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/CIA_SIE_PURE_FRONTEND_READINESS_CERTIFICATE.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/CIA_SIE_PURE_FRONTEND_READINESS_CERTIFICATE.md","DOCUMENTATION","Technical","md",9716,"2026-01-31T08:28:33Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/CORPUS_REHYDRATION_CERTIFICATE.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/CORPUS_REHYDRATION_CERTIFICATE.md","DOCUMENTATION","Technical","md",6189,"2026-01-31T08:28:33Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/FRONTEND_BACKEND_E2E_VERIFICATION_REPORT.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/FRONTEND_BACKEND_E2E_VERIFICATION_REPORT.md","DOCUMENTATION","Technical","md",9068,"2026-01-31T08:28:36Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/GITHUB_FRONTEND_VERIFICATION_GATE.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/GITHUB_FRONTEND_VERIFICATION_GATE.md","DOCUMENTATION","Technical","md",14392,"2026-01-31T08:28:36Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/INDEPENDENT_SYSTEM_CERTIFICATION_REPORT.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/INDEPENDENT_SYSTEM_CERTIFICATION_REPORT.md","DOCUMENTATION","Technical","md",8280,"2026-01-31T08:28:36Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/INTEGRATION_BALANCE_AND_SYMMETRY_REPORT.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/INTEGRATION_BALANCE_AND_SYMMETRY_REPORT.md","DOCUMENTATION","Technical","md",11530,"2026-01-31T08:28:36Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/INTEGRATION_ELIGIBILITY_ATTESTATION.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/INTEGRATION_ELIGIBILITY_ATTESTATION.md","DOCUMENTATION","Technical","md",10696,"2026-01-31T08:28:36Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/INTEGRATION_ELIGIBILITY_ATTESTATION_v2.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/INTEGRATION_ELIGIBILITY_ATTESTATION_v2.md","DOCUMENTATION","Technical","md",9392,"2026-01-31T08:28:37Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/INTEGRATION_ELIGIBILITY_ATTESTATION_v3.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/INTEGRATION_ELIGIBILITY_ATTESTATION_v3.md","DOCUMENTATION","Technical","md",11395,"2026-01-31T08:28:37Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/MINIMAL_INTEGRATION_ATTESTATION.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/MINIMAL_INTEGRATION_ATTESTATION.md","DOCUMENTATION","Technical","md",9029,"2026-01-31T08:28:37Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/OBSERVABILITY_TRUTH_RECERTIFICATION.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/OBSERVABILITY_TRUTH_RECERTIFICATION.md","DOCUMENTATION","Technical","md",9070,"2026-01-31T08:28:37Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/POST_IMPLEMENTATION_VERIFICATION_REPORT.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/POST_IMPLEMENTATION_VERIFICATION_REPORT.md","DOCUMENTATION","Technical","md",17258,"2026-01-31T08:28:37Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/REPEATED_STRESS_AND_DETERMINISM_REPORT.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/REPEATED_STRESS_AND_DETERMINISM_REPORT.md","DOCUMENTATION","Technical","md",11484,"2026-01-31T08:28:38Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/RETROFIT_ELIMINATION_REPORT.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/RETROFIT_ELIMINATION_REPORT.md","DOCUMENTATION","Technical","md",8431,"2026-01-31T08:28:38Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/SYSTEM_CIRCUIT_COMPLETENESS_CERTIFICATE_0113AM.md","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/Technical/SYSTEM_CIRCUIT_COMPLETENESS_CERTIFICATE_0113AM.md","DOCUMENTATION","Technical","md",13852,"2026-01-31T08:28:38Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/.git","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/.git","PROJECTS","MCI_Terminal","folder",821,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/.github","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/.github","PROJECTS","MCI_Terminal","folder",2,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/00_GOVERNANCE","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/00_GOVERNANCE","PROJECTS","MCI_Terminal","folder",80,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/01_DECISIONS","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/01_DECISIONS","PROJECTS","MCI_Terminal","folder",3,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/02_ARCHITECTURE","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/02_ARCHITECTURE","PROJECTS","MCI_Terminal","folder",32,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/03_SPECIFICATIONS","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/03_SPECIFICATIONS","PROJECTS","MCI_Terminal","folder",8,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/04_IMPLEMENTATION","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/04_IMPLEMENTATION","PROJECTS","MCI_Terminal","folder",7,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/05_PROBLEMS_SOLVED","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/05_PROBLEMS_SOLVED","PROJECTS","MCI_Terminal","folder",4,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/06_ACTION_ITEMS","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/06_ACTION_ITEMS","PROJECTS","MCI_Terminal","folder",1,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/07_KNOWLEDGE_BASE","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/07_KNOWLEDGE_BASE","PROJECTS","MCI_Terminal","folder",14,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/08_CERTIFICATION","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/08_CERTIFICATION","PROJECTS","MCI_Terminal","folder",3,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/09_IMPLEMENTATION_ROADMAP","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/09_IMPLEMENTATION_ROADMAP","PROJECTS","MCI_Terminal","folder",41,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/10_QA_EXCHANGES","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/10_QA_EXCHANGES","PROJECTS","MCI_Terminal","folder",2,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/11_MCI_FORENSIC_AUDIT_APPLICATION CODE_ANNOTATED","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/11_MCI_FORENSIC_AUDIT_APPLICATION CODE_ANNOTATED","PROJECTS","MCI_Terminal","folder",2,"2026-01-31T08:31:04Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/12_APPLICATION_CODE","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/12_APPLICATION_CODE","PROJECTS","MCI_Terminal","folder",23308,"2026-01-31T08:31:05Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/99_INDEPENDENT_VERIFICATION","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/99_INDEPENDENT_VERIFICATION","PROJECTS","MCI_Terminal","folder",20,"2026-01-31T08:31:05Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/CIA_SIE_PURE_FRONTEND_PROTOTYPE","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/PROJECTS/MCI_Terminal/CIA_SIE_PURE_FRONTEND_PROTOTYPE","PROJECTS","MCI_Terminal","folder",3,"2026-01-31T08:31:05Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/AGENT_SESSION_TRANSCRIPT_2026-01-29.txt","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/COMMUNICATIONS/Transcripts/AGENT_SESSION_TRANSCRIPT_2026-01-29.txt","COMMUNICATIONS","Transcripts","txt",2674947,"2026-01-31T08:31:42Z","true"
"/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION/.DS_Store","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/UNCLASSIFIED/.DS_Store","UNCLASSIFIED","","DS_Store",10244,"2026-01-31T08:31:42Z","true"
"","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/ASSETS/SourceMaps/SOURCE_MAP_CATALOG.md","ASSETS","SourceMaps","md",1018,"2026-01-31T08:33:54Z","true"
"","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/ASSETS/Images/IMAGE_CATALOG.md","ASSETS","Images","md",895,"2026-01-31T08:33:54Z","true"
"","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/ASSETS/Fonts/FONT_CATALOG.md","ASSETS","Fonts","md",568,"2026-01-31T08:33:54Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DATA/Serialized/DATA_FILE_CATALOG.md","DATA","Serialized","md",1683,"2026-01-31T08:35:15Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/EXECUTABLES/Binaries/EXECUTABLE_CATALOG.md","EXECUTABLES","Binaries","md",1549,"2026-01-31T08:36:34Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/DOCUMENTATION/DOCUMENTATION_CATALOG.md","DOCUMENTATION","","md",2590,"2026-01-31T08:38:04Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/COMMUNICATIONS/COMMUNICATIONS_CATALOG.md","COMMUNICATIONS","","md",1325,"2026-01-31T08:39:25Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/MASTER_INDEX.md","ROOT","","md",5408,"2026-01-31T08:43:25Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/GOVERNANCE_INDEX.md","ROOT","","md",4133,"2026-01-31T08:43:25Z","true"
"generated","/Users/nevillemehta/Downloads/001_MCI_TERMINAL_EXTRACTION_REHYDRATED/MIGRATION_LOG.md","ROOT","","md",5360,"2026-01-31T08:43:25Z","true"
